,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,1,2,3,4
3760,13606,7809310-2557,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Canvas;Leather;Suede,,7931187-9,8080294-168,8021519-370485,7651819-320474
3761,13607,7809310-2915,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Canvas;Leather;Suede,,7208295-20321,7887842-839,7931252-14,7696311-1001
3762,13608,7809310-392771,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Faux Fur,,7836531-307048,8036504-394906,8080294-168,7696311-1001
3763,13669,7810068-1413,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,,,8036504-394906,7255074-385219,7208295-20321,7983893-358487
3764,13670,7810068-265570,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,,,7732020-268420,7983893-358487,8113323-401,7931252-14
3765,13672,7810105-359837,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,7931252-14,7255074-385219,7836531-307048,7696311-1001
3766,13673,7810118-359857,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Leather;Mesh;Rubber;Synthetic,,7255074-385219,7836531-307048,7208295-20321,7887842-839
3767,13674,7810515-27372,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Nubuck,,8080294-168,7965537-385250,7208295-20321,7836531-307048
3768,13675,7810515-32023,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Nubuck,,7911248-1001,7732020-268420,7887980-6124,7989627-149122
3769,13684,7810699-5667,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Boys,Microfiber;Mesh,Round Toe,8036504-394906,7208295-20321,7226411-382555,8080294-168
3770,13685,7810699-7543,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Boys,Microfiber;Mesh,Round Toe,8080294-168,7696311-1001,7294452-751,7208295-20321
3771,13686,7810699-8984,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Boys,Microfiber;Mesh,Round Toe,7696311-1001,8013374-367321,7983893-358487,8073899-1001
3772,13687,7810722-6166,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Leather;Nubuck,,7965537-385250,7887842-839,8077616-142648,8078902-391914
3773,13710,7810899-1413,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Suede;Synthetic,,8080294-168,8036504-394906,7965537-385250,7208295-20321
3774,13711,7810900-20422,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Canvas;Suede,,7983893-358487,7965537-385250,7999840-6,8080294-168
3775,13712,7810900-34184,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Canvas;Suede,,7887842-839,7208295-20321,7255074-385219,7226411-382555
3776,13713,7810900-67905,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Canvas;Suede,,8056827-382156,7730194-1001,7508783-7339,7651819-320474
3777,13714,7810900-297932,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Canvas;Suede,,7983893-358487,7983400-358201,7732020-268420,8036504-394906
3778,13715,7810900-358862,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Canvas;Suede,,7931252-14,7752720-732,7992555-6608,7255074-385219
3779,13716,7810901-297932,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Synthetic,,7965537-385250,7696311-1001,7911248-1001,7836531-307048
3780,13717,7810901-358802,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Faux Leather;Synthetic,,7373683-125647,8021519-370485,7978868-356741,7588605-109556
3781,13741,7811072-3,Shoes,Sneakers and Athletic Shoes,,EVA;Latex Lined,Lace up,Women,Canvas,,8036504-394906,8020448-401,7208295-20321,7226411-382555
3782,13748,7811094-214941,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Slip-On,Men,Canvas;Leather;Suede,,8036504-394906,8013374-367321,8080294-168,7208295-20321
3783,13749,7811099-359,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Canvas;Leather;Suede,,8080294-168,7255074-385219,8021519-370485,7977827-324022
3784,13750,7811099-214941,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Canvas;Leather;Suede,,7696311-1001,7965537-385250,7208295-20321,8080294-168
3785,13751,7811102-298043,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Rubber;Suede;Synthetic,Closed Toe,7983410-358204,8019279-369576,7752720-732,7931252-14
3786,13761,7811188-1418,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,,,7226411-382555,7208295-20321,8020448-401,7983400-358201
3787,13762,7811188-11205,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Girls,,,7814492-326309,7978230-356568,8036504-394906,7983400-358201
3788,13777,7811331-151,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Synthetic,Closed Toe,7931252-14,7651656-353870,7732020-268420,7987890-359861
3789,13779,7811373-10623,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Women,Mesh;Synthetic,Round Toe;Closed Toe,7887842-839,8078902-391914,7965537-385250,7208295-20321
3790,13789,7811553-3,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men;Women,Mesh;Synthetic,Round Toe;Closed Toe,7696311-1001,8036504-394906,7975542-355208,7983400-358201
3791,13790,7811553-14,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men;Women,Mesh;Synthetic,Round Toe;Closed Toe,7977827-324022,8013374-367321,7226411-382555,8021519-370486
3792,13791,7811560-3,Shoes,Sneakers and Athletic Shoes,,,,Men;Women,,,7226411-382555,7718630-338385,7977827-324022,7255074-385219
3793,13792,7811672-44016,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Men,Leather;Rubber,,7651819-320474,7977827-324022,7696311-1001,8020448-401
3794,13794,7811693-19682,Shoes,Sneakers and Athletic Shoes,,Latex Lined;Padded,Lace up,Women,Canvas,,8036504-394906,7683984-369195,8013374-367321,7983893-358487
3795,13795,7811701-113359,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee,Girls,Leather;Mesh;Nubuck;Suede,Bump Toe;Capped Toe;Round Toe,7805192-31878,7255074-385205,7973126-151,8047806-378634
3796,13809,7811960-3,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking,Slip-On,Women,Neoprene;Rubber,,7651819-320474,8021519-370485,7696311-1001,8080294-168
3797,13823,7812651-338451,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Rubber;Suede;Synthetic,Round Toe,8077616-142648,8086319-20,8036504-394906,7696311-1001
3798,13830,7812939-19,Shoes,Sneakers and Athletic Shoes,,,Bungee;Slip-On,Women,Suede,Closed Toe,8036504-394906,7983893-358487,8013374-367321,7931252-14
3799,13831,7812939-11134,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee;Slip-On,Women,Suede,Round Toe;Closed Toe,7887842-839,8113323-401,7965537-385250,7987890-359861
3800,13832,7812939-21194,Shoes,Sneakers and Athletic Shoes,,Padded,Bungee;Slip-On,Women,Suede,Round Toe;Closed Toe,8026486-371849,8080294-168,7836531-307048,7983893-358487
3801,13839,7812997-359,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Leather;Mesh;Rubber;Suede,Round Toe,7887842-839,8036504-394906,7208295-20321,7983893-358487
3802,13840,7812997-5667,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Leather;Mesh;Rubber;Suede,Round Toe,7942182-6,7908184-368242,7255074-385219,7696311-1001
3803,13841,7812997-242866,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Leather;Mesh;Rubber;Suede,Round Toe,7931252-14,8013370-367318,7289976-355626,7696311-1001
3804,13842,7813012-3,Shoes,Sneakers and Athletic Shoes,,EVA,Elastic Gore;Lace up,Men,Mesh;Suede,Round Toe,8020448-401,7255074-385219,7977827-324022,7226411-382555
3805,13843,7813012-1681,Shoes,Sneakers and Athletic Shoes,,EVA,Elastic Gore;Lace up,Men,Mesh;Suede,Round Toe,8036504-394906,7370409-15,7255074-385205,7887842-839
3806,13844,7813012-78224,Shoes,Sneakers and Athletic Shoes,,EVA,Elastic Gore;Lace up,Men,Mesh;Suede,Round Toe,8080294-168,8036504-394906,7208295-20321,7983893-358487
3807,13851,7813186-3,Shoes,Sneakers and Athletic Shoes,,Polyurethane,Elastic Gore;Slip-On,Women,Leather,Round Toe,7696311-1001,7799169-383199,7918860-3,7902736-1454
3808,13852,7813186-6,Shoes,Sneakers and Athletic Shoes,,Polyurethane,Elastic Gore;Slip-On,Women,Leather,Round Toe,8085788-693,7761867-8768,7971870-385615,7903816-84282
3809,13853,7813244-158,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Women,Mesh;Rubber;Synthetic,Capped Toe;Round Toe,7685947-276151,7793065-6553,7761867-8768,8124965-16931
3810,13854,7813244-28026,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Women,Mesh;Rubber;Synthetic,Capped Toe;Round Toe,8004174-9,7887842-839,7805192-31878,8078902-391914
3811,13861,7813327-9,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Suede,Round Toe;Closed Toe,8036504-394906,7983893-358487,7208295-20321,8080294-168
3812,13862,7813327-141492,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Men,Mesh;Suede,Round Toe;Closed Toe,7887842-839,7978354-387488,7208295-20321,7931252-14
3813,13863,7813328-298653,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Suede,Round Toe;Closed Toe,7696311-1001,7952003-274007,8080294-168,7226411-382555
3814,13864,7813328-321204,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Mesh;Rubber;Suede,Round Toe;Closed Toe,7965537-385250,7983893-358487,7875441-755,8036504-394906
3815,13867,7813330-72,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,EVA;Padded;Removable,Lace up,Men,Full-grain leather;Leather,Round Toe,7931252-14,7255074-385219,8077616-142648,7370409-15
3816,13872,7813356-359517,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,,Round Toe;Closed Toe,7255074-385219,7208295-20321,7887842-839,7917325-1001
3817,13873,7813356-359518,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,,Round Toe;Closed Toe,7160197-69241,7942182-6,7226411-382555,8013374-367321
3818,13874,7813361-298786,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,,,7836531-307048,8013374-367321,8058559-3,8080294-168
3819,13875,7813361-375380,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,,,7931252-14,7226411-382555,8020448-401,7208295-20321
3820,13876,7813370-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,Round Toe,7983893-358487,8036504-394906,7226411-382555,7836531-307048
3821,13877,7813370-23021,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,Round Toe,7925395-11682,8024181-237246,7397747-4311,7929650-37647
3822,13878,7813370-102702,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,Round Toe,8021519-370485,8080294-168,7977827-324022,8020448-401
3823,13879,7813370-178603,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,Round Toe,7696311-1001,7999840-6,7761867-8768,8036504-394906
3824,13880,7813370-286792,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Synthetic,Round Toe,8036504-394906,7798384-24150,8080294-168,7294452-751
3825,13881,7813370-318985,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Synthetic,Round Toe,7255074-385219,7226411-382555,7977827-324022,7718630-338385
3826,13890,7813491-14037,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Women,Mesh;Nubuck,Round Toe,7696311-1001,8036504-394906,7983893-358487,7931252-14
3827,13891,7813505-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Nubuck;Suede,Round Toe,7983400-358201,7208295-20321,8036504-394906,7255074-385219
3828,13892,7813505-304,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Nubuck;Suede,Round Toe,7696311-1001,8020448-401,7255074-385219,7208295-20321
3829,13893,7813505-3543,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Nubuck;Suede,Round Toe,7696311-1001,8036504-394906,7836531-307048,8078902-391914
3830,13894,7813505-242866,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Nubuck;Suede,Round Toe,7732020-268420,7931252-14,8113323-401,7553554-2125
3831,13901,7813509-321248,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Suede,Round Toe,7931252-14,7983410-358204,8029424-128267,7925403-369375
3832,13902,7813510-298813,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Suede,Round Toe;Closed Toe,8036504-394906,7884218-198963,7926302-287916,7696311-1001
3833,13903,7813510-321248,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Suede,Round Toe;Closed Toe,7836531-307048,7887842-839,8036504-394906,7999840-6
3834,13919,7813542-3,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Padded;Removable,Slip-On;Zipper,Women,Leather;Mesh;Nylon;Rubber;Suede,Center Seam;Round Toe,8080294-168,7977827-324022,8021519-370485,7226411-382555
3835,13920,7813542-359,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Padded;Removable,Slip-On;Zipper,Women,Leather;Mesh;Nylon;Rubber;Suede,Center Seam;Round Toe,8074210-79932,7696311-1001,8080294-168,8010915-9
3836,13951,7813647-92067,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Slip-On,Men,Synthetic,Closed Toe,8078902-391914,7965537-385250,7931252-14,8087126-146497
3837,13952,7813660-275,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Slip-On,Women,Synthetic,,8020448-401,8036504-394906,7983400-358201,7766779-163208
3838,13953,7813660-6700,Shoes,Sneakers and Athletic Shoes,,EVA,Slip-On,Women,Fleece;Synthetic,,7732020-268420,7696311-1001,7508775-241368,8113323-401
3839,13954,7813675-20,Shoes,Sneakers and Athletic Shoes,Under 1in,EVA,Slip-On,Women,Canvas;Shearling,Closed Toe,7836531-307048,8080294-168,8021519-370485,8124965-16931
3840,13955,7813934-742,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Boys;Girls,Synthetic,,8036504-394906,7208295-20321,7931252-14,8029424-128267
3841,13956,7813934-149771,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Boys;Girls,Synthetic,,7241786-389071,8015263-3,7884218-198963,7673191-8892
3842,13957,7813934-183092,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Boys;Girls,Synthetic,,7255074-385219,7973122-183092,7917325-1001,7887842-839
3843,13958,7813939-34730,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Boys;Girls,Synthetic,,7925413-337505,8030006-373252,8112391-402852,7983893-358487
3844,13959,7813939-149771,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Boys;Girls,Synthetic,,7761867-8768,8080294-168,8058559-3,7931252-14
3845,13960,7813961-34730,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Boys;Girls,Synthetic,,7965537-385250,7999840-6,7696311-1001,7880446-147543
3846,13961,7813961-149771,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Boys;Girls,Synthetic,,7696311-1001,7931252-14,7836531-307048,7965537-385250
3847,13963,7814037-14,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Boys,Leather,Bump Toe;Closed Toe,7651819-320474,7226411-382555,8013374-367321,7977827-324022
3848,13964,7814063-129522,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Hook and Loop,Boys,Leather,Bump Toe;Round Toe;Closed Toe,7255074-385219,7983893-358487,7887842-839,7226411-382555
3849,13965,7814063-363878,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Hook and Loop,Boys,Leather,Bump Toe;Round Toe;Closed Toe,7965537-385250,7696311-1001,7978354-387488,7925394-370353
3850,13970,7814097-1416,Shoes,Sneakers and Athletic Shoes,,Textile,Elastic Gore;Hook and Loop,Boys,Leather;Synthetic,Bump Toe;Round Toe;Closed Toe,7931252-14,8073899-1001,7255074-385219,7983893-358487
3851,13971,7814097-53739,Shoes,Sneakers and Athletic Shoes,,Textile,Elastic Gore;Hook and Loop,Boys,,,7696311-1001,7931252-14,7255074-385219,7987890-359861
3852,13989,7814396-72,Shoes,Sneakers and Athletic Shoes,,Leather;Moisture Wicking;Padded;Removable,Hook and Loop,Women,Leather,Closed Toe,8036504-394906,8080294-168,7983893-358487,7208295-20321
3853,13995,7814418-3,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Hook and Loop,Boys,Leather;Suede,Bump Toe;Capped Toe;Round Toe;Closed Toe,7931252-14,7925413-337505,7370409-15,8004174-9
3854,13996,7814418-6,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,Hook and Loop,Boys,Leather;Suede,Bump Toe;Capped Toe;Round Toe;Closed Toe,8036504-394906,8080294-168,7208295-20321,7696311-1001
3855,13997,7814418-129522,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Hook and Loop,Boys,Leather;Suede,Bump Toe;Round Toe;Closed Toe,7931252-14,8036504-394906,7208295-20321,7965537-385250
3856,14007,7814492-123681,Shoes,Sneakers and Athletic Shoes,,Leather;Polyurethane;Removable,Lace up,Men,Leather;Nubuck;Polyester;Rubber,,8036504-394906,8013374-367321,7208295-20321,7508782-88410
3857,14008,7814492-211289,Shoes,Sneakers and Athletic Shoes,,Leather;Polyurethane;Removable,Lace up,Men,Leather;Nubuck;Polyester;Rubber,,7931252-14,7887842-839,7255074-385219,8020448-401
3858,14009,7814492-298819,Shoes,Sneakers and Athletic Shoes,,Leather;Polyurethane;Removable,Lace up,Men,Leather;Nubuck;Polyester;Rubber,,8036504-394906,7983400-358201,7683984-369195,7983893-358487
3859,14010,7814492-326309,Shoes,Sneakers and Athletic Shoes,,Leather;Polyurethane;Removable,Lace up,Men,Leather;Nubuck;Polyester;Rubber,,7836531-307048,7255074-385219,7999840-6,7931252-14
3860,14011,7814492-356116,Shoes,Sneakers and Athletic Shoes,,Leather;Polyurethane;Removable,Lace up,Men,Leather;Nubuck;Polyester;Rubber,,8036504-394906,7931252-14,8078902-391914,7696311-1001
3861,14077,7814594-299132,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Women,Rubber;Synthetic,,8080294-168,7931252-14,8021519-370485,7799169-383199
3862,14078,7814595-299138,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up;Toggle,Women,Mesh,,8021519-370485,8013374-367321,7882763-3,7292926-183092
3863,14079,7814595-330213,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Lace up,Women,Mesh;Nylon;Rubber;Synthetic,,7887842-839,7983893-358487,7798384-24150,7836531-307048
3864,14081,7814660-330304,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Women,Mesh;Rubber;Synthetic,,7883995-338624,7887980-6124,7942187-3,8013374-367321
3865,14082,7814660-357823,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Women,Mesh;Synthetic,,7836531-307048,7255074-385219,7977827-324022,8080294-168
3866,14083,7814660-391114,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Women,Mesh;Synthetic,,7887842-839,8020448-401,7977827-324022,7208295-20321
3867,14084,7814660-391134,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Women,Mesh;Synthetic,,7370409-15,7805192-31878,7732020-268420,7984078-358647
3868,14085,7814660-391135,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Women,Mesh;Synthetic,,7965537-385250,8004174-9,8113323-401,7987982-16367
3869,14086,7814759-61223,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop,Girls,Leather;Mesh,Round Toe;Closed Toe,7696311-1001,8124965-16931,7886612-2507,7802314-632
3870,14094,7814807-144,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men;Women,Mesh;Rubber;Synthetic,,7931252-14,7732020-268420,8004174-9,7553554-2125
3871,14097,7815136-107025,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,7983400-358201,8020448-401,8036504-394906,7887842-839
3872,14098,7815137-325616,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,7696311-1001,7226411-382555,7208295-20321,8080294-168
3873,14099,7815138-109475,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber,,8021519-370485,7896028-345922,7989616-132977,7962942-358150
3874,14100,7815138-298905,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,,7226411-382555,7977827-324022,7255074-385219,8029424-128267
3875,14101,7815139-362374,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Rubber;Synthetic,,7255074-385219,7696311-1001,7983400-358201,7887842-839
3876,14102,7815140-362375,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Rubber;Synthetic,,7696311-1001,8080294-168,7983893-358487,7887842-839
3877,14103,7815141-299290,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Rubber;Synthetic,,8020448-401,8036504-394906,7965537-385250,7226411-382555
3878,14105,7815147-41423,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Mesh;Rubber;Synthetic,,7696311-1001,7983893-358487,8036504-394906,8058615-382738
3879,14106,7815147-299301,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Mesh;Rubber;Synthetic,,7977827-324022,7208295-20321,8036504-394906,7226411-382555
3880,14107,7815147-299302,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Mesh;Rubber;Synthetic,,7983400-358201,8036504-394906,8020448-401,7909019-331826
3881,14108,7815150-44296,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Toggle,Men,Mesh;Synthetic,,7696311-1001,7761867-8768,7685947-276151,8010915-9
3882,14109,7815150-86312,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Mesh;Rubber;Synthetic,,7931252-14,7977827-324022,7983893-358487,7255074-385219
3883,14110,7815150-330241,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Mesh;Rubber;Synthetic,,7952003-274007,8036504-394906,7987982-16367,7208295-20321
3884,14111,7815150-391075,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Toggle,Men,Mesh;Synthetic,,7931252-14,7887842-839,7508775-241368,7255074-385219
3885,14112,7815150-391076,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Toggle,Men,Mesh;Synthetic,,8080294-168,8020448-401,7255074-385219,7977827-324022
3886,14113,7815150-391077,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Toggle,Men,Mesh;Synthetic,,7887842-839,7208295-20321,7931252-14,7983893-358487
3887,14114,7815150-391109,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Toggle,Men,Mesh;Synthetic,,7255074-385219,7931252-14,7836531-307048,7983893-358487
3888,14115,7815151-299297,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Rubber;Synthetic,,7983893-358487,7983400-358201,7208295-20321,7683984-369195
3889,14116,7815151-299298,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Rubber;Synthetic,,8036504-394906,7208295-20321,8080294-168,7931252-14
3890,14117,7815155-299295,Shoes,Sneakers and Athletic Shoes,,EVA,Toggle,Men,Rubber;Synthetic,,7696311-1001,7882763-3,7651819-320474,8143761-3
3891,14118,7815160-71771,Shoes,Sneakers and Athletic Shoes,,EVA,Slip-On,Men,Leather;Nubuck;Rubber,,7882339-744,8021519-370485,7226411-382555,7726835-324675
3892,14119,7815160-299315,Shoes,Sneakers and Athletic Shoes,,EVA,Slip-On,Men,Leather;Nubuck;Rubber,,8020448-401,7208295-20321,7983893-358487,7887842-839
3893,14120,7815166-30920,Shoes,Sneakers and Athletic Shoes,,EVA,Slip-On,Women,Leather;Nubuck;Rubber;Synthetic,,7973122-183092,7255074-385219,8014915-123713,7903816-330812
3894,14121,7815236-325767,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,7696311-1001,8080294-168,7983893-358487,7965537-385250
3895,14122,7815240-325767,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,7887842-839,7696311-1001,8036504-394906,7983893-358487
3896,14123,7815245-127578,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Full-grain leather,,7696311-1001,7226411-382555,7255074-385219,8020448-401
3897,14124,7815245-299361,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Full-grain leather,,7255074-385219,7983893-358487,7208295-20321,7965331-3
3898,14125,7815246-20909,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,8080294-168,8013374-367321,8036504-394906,7294452-751
3899,14126,7815246-299361,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,7696311-1001,7226411-382555,7887842-839,8113323-401
3900,14127,7815247-127578,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Synthetic,,7836531-307048,8036504-394906,7294452-751,7983893-358487
3901,14128,7815255-325768,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,8029424-128267,7903816-330812,8021519-370485,7651819-320474
3902,14129,7815283-754,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,8080294-168,7208295-20321,8036504-394906,7294452-751
3903,14130,7815283-127578,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,8021519-370485,7651819-320474,7929650-37647,7878420-29629
3904,14131,7815290-325765,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Synthetic,,7255074-385219,7887842-839,7226411-382555,7942182-6
3905,14132,7815290-325768,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Synthetic,,7965537-385250,7836531-307048,7931252-14,8021519-370485
3906,14133,7815290-325775,Shoes,Sneakers and Athletic Shoes,,Padded,,Men,Synthetic,,7696311-1001,7983893-358487,7987890-359861,7732020-268420
3907,14134,7815292-325768,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,7732020-268420,8113323-401,7925413-337505,7708670-259001
3908,14135,7815343-87566,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,7255074-385219,7208295-20321,7952003-274007,7255074-385205
3909,14136,7815343-87567,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,,7965537-385250,7942182-6,7255074-385219,8020448-401
3910,14138,7815347-585,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Boys;Girls,Nylon;Suede,,7984078-358647,7675942-305066,7965331-3,8078902-391914
3911,14139,7815347-4751,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop,Boys;Girls,Nylon;Suede,,7208295-20321,7696311-1001,7917325-1001,8077616-142648
